순위,단어,품사,풀이,등급
1273.0,손가락,명,,A
5771.0,손길,명,,C
11888.0,손녀,명,孫女,B
902.0,손님,명,,A
6830.0,손등01,명,,C
5123.0,손목,명,,B
2773.0,손바닥,명,,B
5025.0,손발,명,,B
8811.0,손뼉,명,,B
8812.0,손수01,부,,C
8121.0,손수건,명,-手巾,B
4620.0,손쉽다,형,,C
5124.0,손실,명,損失,C
3154.0,손자01,명,孫子,B
9647.0,손잡다,동,,C
7281.0,손잡이,명,,B
4707.0,손질,명,,C
4526.0,손질하다,동,,C
4708.0,손톱01,명,,B
3008.0,손해,명,損害,C
2553.0,솔직하다,형,率直-,B
2445.0,솔직히,부,率直-,B
6261.0,솜,명,,C
2339.0,솜씨,명,,C
3241.0,솟다01,동,,C
8122.0,송아지,명,,B
6085.0,송이01,명,꽃 한 ~,B
8813.0,송편,명,松-,B
6086.0,쇠01,명,,C
2181.0,쇠고기,명,,A
3822.0,쇼02,명,show,B
9202.0,쇼핑,명,shopping,A
6.0,수02,의,방법,A
7045.0,수02,명,방법,C
907.0,수26,명,數. ~를 세다,C
4527.0,수건,명,手巾,A
7816.0,수고01,명,,C
7046.0,수고하다01,동,,B
6441.0,수년02,명,數年,B
1274.0,수단01,명,手段,C
1666.0,수도09,명,首都,C
2931.0,수도권,명,首都圈,C
7283.0,수도꼭지,명,水道-,C
8124.0,수돗물,명,水道-,B
5508.0,수동적02,명,受動的,C
10119.0,수리하다02,동,修理-,C
8126.0,수만,관,數萬,C
1370.0,수많다,형,數-,B
4075.0,수면07,명,睡眠,C
3937.0,수명05,명,壽命,C
4353.0,수박01,명,과일,A
4285.0,수백04,관,數百,C
2575.0,수상09,명,首相,B
1922.0,수석02,명,首席,C
1722.0,수술05,명,手術,B
4914.0,수시로,부,隨時-,C
2714.0,수십,관,數十,C
9208.0,수업03,명,修業,C
919.0,수업04,명,授業,A
3590.0,수없이,부,數-,C
4134.0,수염04,명,鬚髥,B
2899.0,수영02,명,水泳,A
11896.0,수영장,명,水泳場,A
1675.0,수요06,명,需要,C
7818.0,수요일,명,水曜日,A
2530.0,수입01,명,收入,B
1180.0,수입02,명,輸入,B
8129.0,수입되다02,동,輸入-,C
8130.0,수입품02,명,輸入品,C
3877.0,수입하다02,동,輸入-,B
8438.0,수저01,명,,C
522.0,수준,명,水準,C
5234.0,수집02,명,蒐集,C
4135.0,수집하다02,동,蒐集-,C
4076.0,수천07,관,數千,C
1161.0,수출03,명,輸出,B
6445.0,수출하다03,동,輸出-,B
6088.0,수컷,명,,C
3075.0,수표01,명,手票,B
5235.0,수필04,명,隨筆,C
7049.0,수학03,명,修學,B
3823.0,수학05,명,數學,B
2358.0,수행하다02,동,遂行-,C
4808.0,수험생,명,受驗生,C
3417.0,수화기,명,受話器,B
9653.0,숙녀,명,淑女,C
6446.0,숙소02,명,宿所,B
2473.0,숙이다,동,,B
1627.0,숙제03,명,宿題,A
532.0,순간03,명,瞬間,B
5637.0,순간적,명,瞬間的,C
1948.0,순서,명,順序,B
3759.0,순수03,명,純粹,C
2237.0,순수하다02,형,純粹-,B
4528.0,순식간,명,瞬息間,C
5774.0,순위,명,順位,C
6627.0,순진하다01,형,純眞-,C
9655.0,순하다02,형,順-,C
7561.0,숟가락,명,,A
372.0,술01,명,~을 먹다,A
854.0,술06,의,밥 한 ~,A
7562.0,술병02,명,-甁,B
8134.0,술자리,명,,B
5509.0,술잔,명,-盞,B
2387.0,술집,명,,B
1137.0,숨01,명,,B
3192.0,숨기다,동,,C
2006.0,숨다01,동,,B
3009.0,숨지다,동,,C
1820.0,숫자,명,數字,B
1038.0,숲01,명,,B
992.0,쉬다03,동,편안히 ~,A
2388.0,쉬다04,동,숨을 ~,B
27846.0,쉰,수,,A
246.0,쉽다,형,,A
6447.0,슈퍼마켓,명,supermarket,A
2900.0,스님,명,,B
4078.0,스무,관,,A
10126.0,스물,수,,A
614.0,스스로,부,,B
1340.0,스스로,명,,B
2132.0,스승01,명,,C
6628.0,스웨터,명,sweater,B
4354.0,스위치,명,switch,C
2599.0,스치다01,동,살짝 닿다,C
17164.0,스케이트,명,skate,B
9213.0,스케줄,명,schedule,B
9214.0,스키,명,ski,A
10634.0,스키장,명,ski場,B
1676.0,스타,명,star,B
2238.0,스타일,명,style,B
3646.0,스튜디오,명,studio,C
1486.0,스트레스,명,stress,A
1689.0,스포츠,명,sports,A
5511.0,슬그머니,부,,C
5125.0,슬쩍,부,,C
7822.0,슬퍼하다,동,,B
2284.0,슬프다,형,,A
2804.0,슬픔,명,,B
1742.0,습관,명,習慣,B
7564.0,습기02,명,濕氣,C
4136.0,승객,명,乘客,C
2744.0,승리,명,勝利,C
6089.0,승리하다,동,勝利-,C
4079.0,승부03,명,勝負,C
2774.0,승용차,명,乘用車,B
3591.0,승진03,명,昇進,C
2657.0,시06,명,市,A
193.0,시10,의,時,A
442.0,시13,명,詩,C
3760.0,시각03,명,時刻,C
1264.0,시각04,명,視角,C
551.0,시간04,의,時間,A
99.0,시간04,명,時間,A
1677.0,시계01,명,時計,A
1539.0,시골,명,,B
7823.0,시금치,명,,C
4080.0,시기04,명,時期,C
579.0,시기05,명,時機,C
4809.0,시끄럽다,형,,B
5126.0,시나리오,명,scenario,C
2340.0,시내03,명,市內,B
12628.0,시내버스,명,市內bus,B
111.0,시대02,명,時代,B
10637.0,시대적,명,時代的,C
9658.0,시댁,명,媤宅,C
4530.0,시도07,명,試圖,C
2446.0,시도하다03,동,試圖-,B
8822.0,시들다,동,,C
8823.0,시디01,명,콤팩트디스크,C
6267.0,시디롬,명,CD-ROM,C
1548.0,시리즈,명,series,B
4001.0,시멘트,명,cement,C
611.0,시민,명,市民,B
9660.0,시부모,명,媤父母,B
1027.0,시선03,명,視線,C
650.0,시설03,명,施設,B
1641.0,시스템,명,system,C
27910.0,시아버지,명,媤-,B
4915.0,시야03,명,視野,C
3824.0,시어머니,명,媤-,B
9222.0,시외01,명,市外,B
18933.0,시외버스,명,市外bus,C
1844.0,시원하다,형,,A
1509.0,시월01,명,十月,A
1463.0,시위04,명,示威,C
890.0,시인10,명,詩人,B
5935.0,시일04,명,時日,C
1454.0,시작01,명,始作,A
573.0,시작되다01,동,始作-,A
131.0,시작하다01,동,始作-,A
5513.0,시장03,명,市長,C
218.0,시장04,명,市場,A
559.0,시절01,명,時節,B
2239.0,시점02,명,時點,C
3482.0,시중03,명,市中,C
3938.0,시즌,명,season,C
3825.0,시집01,명,媤-,B
4532.0,시집03,명,詩集,C
5638.0,시집가다,동,媤-,C
5639.0,시청01,명,市廳,B
5514.0,시청률,명,視聽率,C
2503.0,시청자,명,視聽者,B
876.0,시키다01,동,,B
5936.0,시합01,명,試合,C
639.0,시험03,명,試驗,A
725.0,식04,의,式,B
1556.0,식구01,명,食口,B
8140.0,식기01,명,食器,C
3878.0,식다01,동,,B
1393.0,식당,명,食堂,A
1907.0,식량03,명,食糧,C
10131.0,식료품,명,食料品,C
1444.0,식물02,명,植物,B
4711.0,식빵,명,食-,B
928.0,식사03,명,食事,A
5777.0,식사하다02,동,食事-,A
6268.0,식생활,명,食生活,C
8444.0,식욕,명,食慾,C
2635.0,식용유,명,食用油,B
6091.0,식초,명,食醋,B
2932.0,식탁,명,食卓,A
1723.0,식품01,명,食品,B
27929.0,식품점,명,食品店,C
10132.0,식히다,동,,C
2341.0,신02,명,~이 나다,B
1141.0,신09,명,神,C
1022.0,신경04,명,神經,C
2687.0,신고01,명,申告,B
3320.0,신고하다01,동,申告-,C
4002.0,신규,명,新規,C
3939.0,신기하다01,형,神奇-,C
5237.0,신기하다04,형,新奇-,C
4082.0,신념01,명,信念,C
2715.0,신다,동,,A
,신라,고,新羅,C
3156.0,신랑02,명,新郞,B
513.0,신문10,명,新聞,A
5516.0,신문사,명,新聞社,B
5127.0,신문지,명,新聞紙,B
2199.0,신발,명,,A
7054.0,신부04,명,神父,C
2285.0,신부10,명,新婦,B
2133.0,신분02,명,身分,C
5238.0,신비02,명,神秘,C
8826.0,신사16,명,紳士,C
2658.0,신선하다03,형,新鮮-,B
5239.0,신설03,명,新設,C
4355.0,신세02,명,~를 망치다,C
4810.0,신세대,명,新世代,C
5939.0,신속하다02,형,迅速-,C
2266.0,신용01,명,信用,B
4214.0,신인07,명,新人,C
4083.0,신입생,명,新入生,B
5940.0,신제품,명,新製品,C
5941.0,신중하다,형,愼重-,C
2359.0,신청01,명,申請,B
7828.0,신청서,명,申請書,C
4003.0,신청하다01,동,申請-,C
1209.0,신체02,명,身體,B
9666.0,신체적,명,身體的,C
2868.0,신호01,명,信號,B
6269.0,신호등,명,信號燈,B
8828.0,신혼부부,명,新婚夫婦,B
6270.0,신혼여행,명,新婚旅行,B
1575.0,신화04,명,神話,C
1520.0,싣다01,동,,B
6271.0,실01,명,~을 감다,C
5240.0,실감,명,實感,C
2343.0,실내,명,室內,B
3193.0,실력02,명,實力,B
7291.0,실례01,명,失禮,A
17194.0,실례하다,동,失禮-,A
2360.0,실로01,부,實-,C
2007.0,실리다01,동,'싣다'의 피동사,C
5241.0,실망02,명,失望,C
5372.0,실망하다02,동,失望-,C
1540.0,실수01,명,失手,B
9670.0,실수하다,동,失手-,B
3157.0,실습,명,實習,C
1870.0,실시03,명,實施,C
2134.0,실시되다,동,實施-,C
771.0,실시하다03,동,實施-,C
4004.0,실은,부,實-,C
4288.0,실장,명,室長,C
2162.0,실정04,명,實情,C
3647.0,실제02,부,實際,C
1809.0,실제02,명,實際,B
855.0,실제로,부,實際-,C
3761.0,실질적,명,實質的,C
943.0,실천01,명,實踐,C
1894.0,실천하다01,동,實踐-,C
2504.0,실체02,명,實體,C
5128.0,실컷,부,,C
3076.0,실태02,명,實態,C
3242.0,실패02,명,失敗,B
2933.0,실패하다01,동,失敗-,B
1908.0,실험,명,實驗,C
3537.0,실현,명,實現,C
4917.0,실현되다,동,實現-,C
3694.0,실현하다,동,實現-,C
776.0,싫다01,형,,A
10136.0,싫어지다,동,,B
2636.0,싫어하다,동,,A
1073.0,심각하다02,형,深刻-,B
9231.0,심각해지다,동,深刻-,C
1333.0,심다01,동,,B
2416.0,심리01,명,心理,B
6451.0,심리적,명,心理的,C
6095.0,심부름,명,,B
3484.0,심사08,명,審査,C
6634.0,심심하다01,형,지루하다,C
2042.0,심장02,명,心臟,C
2417.0,심정01,명,心情,C
4005.0,심판02,명,審判,C
761.0,심하다,형,甚-,B
5373.0,심해지다,동,甚-,B
24036.0,십,수,十,A
1410.0,십이월,명,十二月,A
2099.0,십일월,명,十一月,A
8830.0,싱겁다,형,,B
4137.0,싱싱하다,형,,C
92.0,싶다,보,,A
5641.0,싶어지다,보,,C
7292.0,싸구려,명,,C
2100.0,싸다01,동,보자기에 ~,B
2240.0,싸다05,형,집값이 ~,A
1007.0,싸우다,동,,A
1384.0,싸움,명,,B
9233.0,싹02,부,,C
8146.0,싼값,명,,C
695.0,쌀,명,,B
5778.0,쌍02,명,雙,C
5031.0,쌍둥이,명,雙-,C
1521.0,쌓다,동,,B
1411.0,쌓이다,동,,B
5944.0,썩01,부,,C
2901.0,썩다,동,,B
1098.0,썰다01,동,,B
5779.0,썰렁하다,형,,C
2418.0,쏘다01,동,,B
2344.0,쏟다,동,,B
1895.0,쏟아지다,동,,B
169.0,쓰다01,동,글씨를 ~,A
1795.0,쓰다02,동,모자를 ~,A
175.0,쓰다03,동,약을 ~,A
10658.0,쓰다06,형,나물이 ~,B
5244.0,쓰다듬다,동,,C
2576.0,쓰러지다,동,,C
1046.0,쓰레기,명,,A
7835.0,쓰레기통,명,-桶,B
7571.0,쓰이다01,동,글이 ~,B
1359.0,쓰이다03,동,농사에 기계가 ~,C
9675.0,쓴맛,명,,C
4443.0,쓸다02,동,마당을 ~,C
7057.0,쓸데없다,형,,C
8832.0,쓸데없이,부,,C
4289.0,쓸쓸하다,형,,C
5642.0,씌우다01,동,아이에게 모자를 ~,C
3361.0,씨01,명,~를 심다,B
37.0,씨07,의,氏,A
5374.0,씨름,명,,B
6096.0,씨앗,명,,C
6272.0,씩씩하다02,형,,B
2968.0,씹다01,동,,B
9238.0,씻기다01,동,비에 ~,C
10138.0,씻기다02,동,아이를 ~,C
947.0,씻다,동,,A
297.0,아02,감,,A
2474.0,아가씨,명,,B
615.0,아기01,명,,A
1363.0,아까,부,,B
4356.0,아까,명,,B
3695.0,아깝다,형,,C
1884.0,아끼다,동,,C
913.0,아나운서,명,announcer,B
408.0,아내01,명,,A
3538.0,아냐,감,,C
7058.0,아뇨01,감,,B
817.0,아니01,부,,A
765.0,아니02,감,,B
16.0,아니다,형,,A
4918.0,아니야,감,,B
2447.0,아니요,감,,A
1845.0,아니하다,보,,C
24058.0,아드님,명,,C
295.0,아들,명,,A
453.0,아래01,명,,A
7059.0,아래쪽,명,,B
11936.0,아래층,명,-層,B
7836.0,아랫사람,명,,C
4712.0,아르바이트,명,&독Arbeit,C
332.0,아름답다,형,,A
735.0,아마01,부,,A
2135.0,아마도,부,,B
748.0,아무01,관,,A
908.0,아무01,대,,A
4533.0,아무개,대,,C
1464.0,아무것,명,,B
1949.0,아무래도,부,,B
1028.0,아무런,관,,C
2805.0,아무렇다,형,,B
693.0,아무리,부,,B
2969.0,아무튼,부,,B
2870.0,아버님,명,,B
153.0,아버지,명,,A
379.0,아빠,명,,A
5375.0,아쉬움,명,,C
3077.0,아쉽다,형,,C
7060.0,아스팔트,명,asphalt,C
,아시아,고,Asia,B
4139.0,아아01,감,,B
1557.0,아예,부,,C
2101.0,아울러,부,,C
3010.0,아유01,감,,C
96.0,아이01,명,,A
3485.0,아이02,감,,B
2043.0,아이고,감,,B
2531.0,아이디어,명,idea,C
14611.0,아이스크림,명,ice-cream,A
616.0,아저씨,명,,A
274.0,아주01,부,,A
1743.0,아주머니,명,,A
2419.0,아줌마,명,,A
201.0,아직01,부,,A
323.0,아침,명,,A
851.0,아파트,명,apartment,A
589.0,아프다,형,,A
,아프리카,고,Africa,B
2361.0,아픔,명,,B
7061.0,아하,감,,C
12669.0,아홉,수,,A
49265.0,아흔,수,,A
3122.0,악기05,명,樂器,B
4218.0,악몽,명,惡夢,C
4290.0,악수06,명,握手,B
118.0,안01,명,집 ~,A
44.0,안02,부,아니,A
8153.0,안04,명,案,C
3762.0,안개,명,,C
2659.0,안경03,명,眼鏡,A
15800.0,안과02,명,眼科,C
4813.0,안기다01,동,'안다'의 피동사,C
4006.0,안기다02,동,'안다'의 사동사,C
4219.0,안내01,명,案內,C
5032.0,안내하다,동,案內-,B
7294.0,안녕,감,安寧,A
1978.0,안녕하다,형,安寧-,A
4444.0,안녕히,부,安寧-,A
929.0,안다01,동,,A
,안동,고,安東,C
2970.0,안되다01,동,공부가 ~,A
7295.0,안되다02,형,마음이 언짢다,B
2136.0,안방02,명,-房,B
8154.0,안부01,명,安否,C
9241.0,안심하다,동,安心-,C
2115.0,안전03,명,安全,B
2835.0,안전하다,형,安全-,B
1474.0,안정01,명,安定,C
3696.0,안정되다,동,安定-,C
4623.0,안주04,명,按酒,B
3362.0,안쪽,명,,B
2554.0,안타깝다,형,,B
4445.0,안팎,명,,C
183.0,앉다,동,,A
5033.0,앉히다,동,,C
1859.0,않다,동,,A
11.0,않다,보,,A
2200.0,알01,명,,B
36.0,알다,동,,A
500.0,알려지다,동,,B
5246.0,알루미늄,명,aluminium,C
993.0,알리다,동,,B
1364.0,알맞다,형,,B
4357.0,알아내다,동,,C
2362.0,알아듣다,동,,B
388.0,알아보다,동,,C
5247.0,알아주다,동,,C
7066.0,알코올,명,alcohol,C
2137.0,앓다,동,,B
4358.0,암08,명,癌,B
5783.0,암시01,명,暗示,C
5946.0,암컷,명,,C
2008.0,압력,명,壓力,C
64.0,앞,명,,A
5376.0,앞길01,명,앞에 있는 길,B
5784.0,앞날,명,,C
1628.0,앞두다,동,,C
4220.0,앞뒤,명,,B
10669.0,앞문,명,-門,C
8457.0,앞바다,명,,C
1299.0,앞서,부,,C
2201.0,앞서다,동,,B
3486.0,앞세우다,동,,C
2555.0,앞장서다,동,,C
7838.0,앞쪽,명,,B
4291.0,애01,명,~가 타다,C
315.0,애02,명,아이,B
1651.0,애쓰다,동,,C
3419.0,애인02,명,愛人,B
3078.0,애정02,명,愛情,C
3420.0,애초01,명,-初,C
7068.0,액세서리,명,accessory,B
2971.0,액수03,명,額數,C
7840.0,앨범,명,album,C
821.0,야04,감,,B
5644.0,야간,명,夜間,C
2688.0,야구02,명,野球,A
19003.0,야구장,명,野球場,C
4360.0,야단01,명,惹端,C
9685.0,야옹01,부,,C
6098.0,야외,명,野外,B
3194.0,야채,명,野菜,B
8840.0,야하다01,형,冶-,C
9247.0,약01,명,~이 오르다,C
677.0,약03,관,約,B
2027.0,약07,명,藥,A
2363.0,약간,명,若干,B
666.0,약간,부,若干,B
7298.0,약국02,명,藥局,A
1203.0,약속,명,約束,A
2660.0,약속하다,동,約束-,A
9248.0,약수04,명,藥水,C
4534.0,약점01,명,弱點,C
9249.0,약품,명,藥品,C
1860.0,약하다01,형,弱-,B
5377.0,약해지다,동,弱-,C
28129.0,약혼녀,명,約婚女,C
34677.0,약혼자01,명,約婚者,C
8458.0,얄밉다,형,,C
3421.0,얇다,형,,B
7841.0,양05,명,羊,C
3592.0,양07,관,兩,C
1428.0,양20,명,量,B
1576.0,양25,의,孃,C
3044.0,양국01,명,兩國,C
3422.0,양념,명,,B
21230.0,양력02,명,陽曆,C
5248.0,양말01,명,洋襪,A
9250.0,양배추,명,洋-,B
9251.0,양보03,명,讓步,C
5129.0,양보하다,동,讓步-,B
4535.0,양복01,명,洋服,A
8459.0,양상추,명,洋-,C
34701.0,양식03,명,洋食,C
1831.0,양식04,명,樣式,C
4007.0,양심02,명,良心,C
9252.0,양옆,명,兩-,C
8157.0,양주04,명,洋酒,C
2532.0,양쪽,명,兩-,B
2116.0,양파,명,洋-,B
9253.0,얕다,형,,B
4361.0,얘02,감,,C
3079.0,얘03,불,이 아이,B
237.0,얘기,명,이야기,A
736.0,얘기하다,동,,A
446.0,어02,감,,A
4814.0,어기다01,동,,C
975.0,어깨01,명,,A
133.0,어느01,관,,A
4919.0,어느덧,부,,C
2028.0,어느새,부,,B
9254.0,어두워지다,동,,B
1475.0,어둠,명,,B
1476.0,어둡다,형,,B
1846.0,어디01,감,,A
155.0,어디01,대,,A
4815.0,어때,불,어떠해,B
845.0,어떠하다,형,,A
2689.0,어떡하다,불,어떠하게 하다,B
67.0,어떤,관,,A
76.0,어떻다,형,,A
1455.0,어려움,명,,B
6640.0,어려워지다,동,,C
223.0,어렵다,형,,A
653.0,어른01,명,,A
4141.0,어리다01,동,눈물이 ~,B
481.0,어리다03,형,나이가 적다,B
3698.0,어리석다,형,,C
4084.0,어린아이,명,,B
4624.0,어린애,명,,B
802.0,어린이01,명,,A
8160.0,어린이날,명,,B
3080.0,어머,감,,B
106.0,어머니01,명,,A
2902.0,어머님,명,,B
2775.0,어색하다02,형,語塞-,B
1522.0,어서01,부,,A
990.0,어울리다,동,,B
28175.0,어저께,명,,C
2138.0,어제01,부,,A
2252.0,어제01,명,어저께,A
5378.0,어젯밤,명,,B
4292.0,어지럽다,형,,C
4536.0,어째서,불,어찌하여서,C
1477.0,어쨌든,부,,C
749.0,어쩌다01,동,,B
4537.0,어쩌다02,부,,C
8845.0,어쩌다가,부,,C
1354.0,어쩌면,부,,B
4085.0,어쩐지,부,,B
9257.0,어쩜,부,,C
1558.0,어찌,부,,C
7303.0,어찌나,부,,C
4293.0,어찌하다,동,,C
34770.0,억04,수,億,B
3364.0,억울하다,형,抑鬱-,C
497.0,언니,명,,A
4221.0,언덕,명,,C
1029.0,언론,명,言論,C
667.0,언어01,명,言語,C
891.0,언제01,부,,A
1008.0,언제01,대,,A
794.0,언제나,부,,A
1700.0,언젠가,부,,B
2776.0,얹다,동,,B
331.0,얻다01,동,,B
6099.0,얻어먹다,동,,C
157.0,얼굴01,명,,A
4538.0,얼다01,동,,B
1047.0,얼른02,부,,B
10149.0,얼리다03,동,물을 ~,C
402.0,얼마,명,,A
9690.0,얼마간,명,-間,C
285.0,얼마나,부,,A
3593.0,얼음01,명,,B
3045.0,얼핏,부,,C
2506.0,엄격하다02,형,嚴格-,C
240.0,엄마,명,,A
6100.0,엄숙하다,형,嚴肅-,C
937.0,엄청나다,형,,C
3940.0,업다,동,,C
1105.0,업무02,명,業務,B
2637.0,업종01,명,業種,C
1123.0,업체,명,業體,C
10.0,없다01,형,,A
1925.0,없애다,동,,B
1039.0,없어지다,동,,B
171.0,없이,부,,B
5646.0,엇갈리다,동,,C
3196.0,엉덩이,명,,C
2903.0,엉뚱하다,형,,B
5379.0,엉망,명,,C
7304.0,엉터리,명,,C
9260.0,엊그제,부,,B
3699.0,엎드리다,동,,C
3423.0,에02,감,,C
1210.0,에너지,명,energy,B
7071.0,에어컨,명,air conditioner,A
4363.0,엔01,의,&일en,B
5131.0,엔진,명,engine,C
4816.0,엘리베이터,명,elevator,B
4539.0,여07,명,女,B
6101.0,여가03,명,餘暇,C
4086.0,여간,부,如干,C
2202.0,여건01,명,與件,C
2286.0,여겨지다,동,,C
9261.0,여고생,명,女高生,B
5380.0,여관03,명,旅館,B
5519.0,여군02,명,女軍,C
4142.0,여권02,명,旅券,A
144.0,여기01,대,,A
1063.0,여기다,동,,C
2084.0,여기저기,명,,B
8467.0,여대생,명,女大生,B
34841.0,여덟,수,,A
6102.0,여동생,명,女同生,A
13584.0,여든,수,,A
117.0,여러,관,,A
1300.0,여러분,대,,A
3700.0,여럿,명,,C
1979.0,여론02,명,輿論,C
766.0,여름01,명,,A
3764.0,여름철,명,,B
2904.0,여보01,감,,B
3081.0,여보세요,감,,A
17283.0,여섯,수,,A
146.0,여성01,명,女性,B
9263.0,여왕,명,女王,C
5249.0,여우01,명,동물,B
1994.0,여유,명,餘裕,B
2085.0,여인01,명,女人,C
84.0,여자02,명,女子,A
7848.0,여전하다,형,如前-,C
824.0,여전히,부,如前-,C
10153.0,여직원,명,女職員,B
5381.0,여쭈다,동,,B
3287.0,여학생,명,女學生,A
984.0,여행02,명,旅行,A
6642.0,여행사,명,旅行社,B
5949.0,여행하다01,동,旅行-,A
1667.0,역06,명,役,C
4087.0,역14,명,驛,A
208.0,역사04,명,歷史,A
2319.0,역사가,명,歷史家,B
5787.0,역사상02,명,歷史上,C
2601.0,역사적,명,歷史的,B
6842.0,역사학,명,歷史學,C
313.0,역시01,부,亦是,B
443.0,역할,명,役割,B
3826.0,연간02,명,年間,C
4364.0,연결01,명,連結,C
2219.0,연결되다,동,連結-,B
2345.0,연결하다01,동,連結-,B
4365.0,연관06,명,聯關,C
239.0,연구03,명,硏究,B
1950.0,연구소,명,硏究所,B
6275.0,연구실,명,硏究室,C
4817.0,연구원01,명,硏究員,C
2320.0,연구자,명,硏究者,B
1566.0,연구하다02,동,硏究-,B
543.0,연극,명,演劇,C
6458.0,연기05,명,延期,C
2364.0,연기09,명,煙氣,B
1724.0,연기10,명,演技,B
9265.0,연기되다01,동,延期-,C
2321.0,연기자,명,演技者,C
8471.0,연기하다01,동,延期-,C
17294.0,연두색,명,軟豆色,C
2267.0,연락02,명,連絡,C
15856.0,연락처,명,連絡處,B
4088.0,연락하다02,동,連絡-,B
4540.0,연령01,명,年齡,C
3124.0,연말02,명,年末,B
6104.0,연상하다02,동,聯想-,C
3702.0,연설02,명,演說,C
15860.0,연세02,명,年歲,B
3321.0,연속02,명,連續,C
1896.0,연습03,명,練習,A
5382.0,연습하다03,동,練習-,A
4819.0,연애05,명,戀愛,C
3539.0,연예인,명,演藝人,C
5520.0,연인06,명,戀人,C
5521.0,연장05,명,延長,C
5788.0,연주06,명,演奏,C
2638.0,연출02,명,演出,C
5383.0,연출하다,동,演出-,C
3703.0,연필,명,鉛筆,A
7311.0,연하다01,형,軟-,B
2661.0,연합03,명,聯合,C
4820.0,연휴02,명,連休,B
9266.0,열03,수,,A
1821.0,열07,명,熱,B
4628.0,열기07,명,熱氣,C
287.0,열다02,동,문을 ~,A
10159.0,열리다01,동,열매가 ~,B
436.0,열리다02,동,문이 ~,B
3596.0,열매01,명,,C
4143.0,열쇠,명,,A
660.0,열심히,부,熱心-,A
4223.0,열정02,명,熱情,C
5384.0,열중하다,동,熱中-,C
2602.0,열차02,명,列車,B
5523.0,열흘,명,,B
5649.0,엷다01,형,,C
3704.0,염려01,명,念慮,C
7074.0,염려하다01,동,念慮-,B
7581.0,엽서02,명,葉書,B
3879.0,엿보다,동,,C
6844.0,영03,부,~ 딴판이다,C
,영국,고,英國,A
7853.0,영남,명,嶺南,C
2578.0,영상01,명,映像,C
28312.0,영상03,명,零上,B
2163.0,영양05,명,營養,C
1090.0,영어02,명,英語,A
3288.0,영업,명,營業,C
1349.0,영역03,명,領域,C
5385.0,영웅,명,英雄,C
2934.0,영원하다,형,永遠-,B
3540.0,영원히,부,永遠-,B
5037.0,영하,명,零下,B
455.0,영향04,명,影響,C
4089.0,영향력,명,影響力,C
2579.0,영혼02,명,靈魂,C
341.0,영화01,명,映畵,A
11308.0,영화관01,명,映畵館,C
8168.0,영화배우,명,映畵俳優,C
3827.0,영화제,명,映畵祭,C
444.0,옆,명,,A
5038.0,옆구리,명,,C
10162.0,옆방,명,-房,B
6107.0,옆집,명,,B
3289.0,예01,명,~나 지금이나,C
605.0,예06,감,,A
452.0,예08,명,例,B
3943.0,예감03,명,豫感,C
5952.0,예고하다,동,豫告-,C
2009.0,예금01,명,預金,B
28328.0,예매하다01,동,豫買-,B
3290.0,예방02,명,豫防,C
4448.0,예방하다01,동,豫防-,C
7583.0,예보,명,豫報,C
4541.0,예비02,명,豫備,C
1009.0,예쁘다,형,,A
1629.0,예산02,명,豫算,C
2690.0,예상02,명,豫想,B
2010.0,예상되다,동,豫想-,C
3243.0,예상하다,동,豫想-,C
5524.0,예선02,명,豫選,C
21340.0,예순,수,,A
205.0,예술,명,藝術,B
1701.0,예술가,명,藝術家,B
11311.0,예술적,명,藝術的,C
28337.0,예습,명,豫習,C
28338.0,예습하다,동,豫習-,C
15879.0,예식장,명,禮式場,C
9271.0,예약,명,豫約,B
12720.0,예약하다,동,豫約-,C
3244.0,예외,명,例外,C
4090.0,예의06,명,禮儀,C
1832.0,예전01,명,,B
2449.0,예절,명,禮節,B
999.0,예정02,명,豫定,B
4294.0,예정되다,동,豫定-,C
3828.0,예측하다,동,豫測-,C
2533.0,예컨대,부,例-,C
1445.0,옛01,관,,B
617.0,옛날,명,,A
8863.0,옛날이야기,명,,B
5386.0,오02,감,,B
21348.0,오04,수,五,A
3365.0,오가다,동,,B
544.0,오늘,부,,A
310.0,오늘,명,,A
721.0,오늘날,명,,B
71.0,오다01,보,,A
35.0,오다01,동,,A
5650.0,오락01,명,娛樂,C
978.0,오래02,부,,A
6108.0,오래간만,명,,A
6109.0,오래도록,부,,B
3046.0,오래되다,동,,B
2203.0,오래전,명,-前,B
1254.0,오랜,관,,B
2390.0,오랜만,명,,A
1420.0,오랫동안,명,,B
4145.0,오렌지,명,orange,A
3765.0,오로지,부,,C
4922.0,오르내리다,동,,C
394.0,오르다,동,,A
8169.0,오른발,명,,B
5651.0,오른손,명,,B
1897.0,오른쪽,명,,A
6846.0,오리03,명,동물,B
8865.0,오븐,명,oven,B
1000.0,오빠,명,,A
19100.0,오십,수,五十,A
1222.0,오염,명,汚染,C
3425.0,오염되다,동,汚染-,C
991.0,오월01,명,五月,A
7076.0,오이01,명,,B
1193.0,오전02,명,午前,A
2140.0,오직01,부,,B
2287.0,오징어,명,,B
4224.0,오페라,명,opera,C
10167.0,오피스텔,명,office hotel,B
3426.0,오해02,명,誤解,C
606.0,오후02,명,午後,A
355.0,오히려,부,,C
7857.0,옥상03,명,屋上,C
5527.0,옥수수,명,,B
1465.0,온01,관,,B
